Matrix ID	TF Locus	Matrix Type
TFmatrixID_0081	AT5G50080	Inferred
TFmatrixID_0081	AT5G61590	Inferred
TFmatrixID_0081	AT5G61600	Inferred
TFmatrixID_0081	BRADI1G75040	Inferred
TFmatrixID_0081	BRADI2G24170	Inferred
TFmatrixID_0081	BRADI2G56140	Inferred
TFmatrixID_0081	BRADI3G27690	Inferred
TFmatrixID_0081	BRADI5G17480	Inferred
TFmatrixID_0081	BRADI5G17490	Inferred
TFmatrixID_0081	Cucsa.042770	Inferred
TFmatrixID_0081	Cucsa.046660	Inferred
TFmatrixID_0081	Cucsa.094100	Inferred
TFmatrixID_0081	Cucsa.101370	Inferred
TFmatrixID_0081	Cucsa.129320	Inferred
TFmatrixID_0081	Cucsa.129330	Inferred
TFmatrixID_0081	Cucsa.129630	Inferred
TFmatrixID_0081	Cucsa.255340	Inferred
TFmatrixID_0081	Cucsa.321150	Inferred
TFmatrixID_0081	Cucsa.321160	Inferred
TFmatrixID_0081	Cucsa.365850	Inferred
TFmatrixID_0081	Medtr1g042600	Inferred
TFmatrixID_0081	Medtr1g059490	Inferred
TFmatrixID_0081	Medtr1g112020	Inferred
TFmatrixID_0081	Medtr1g124930	Inferred
TFmatrixID_0081	Medtr2g018530	Inferred
TFmatrixID_0081	Medtr2g018540	Inferred
TFmatrixID_0081	Medtr3g144490	Inferred
TFmatrixID_0081	Medtr3g151340	Inferred
TFmatrixID_0081	Medtr4g072660	Inferred
TFmatrixID_0081	Medtr4g072870	Inferred
TFmatrixID_0081	Medtr4g072970	Inferred
TFmatrixID_0081	Medtr4g129660	Inferred
TFmatrixID_0081	Medtr8g105160	Inferred
TFmatrixID_0081	Medtr8g105180	Inferred
TFmatrixID_0081	Medtr8g105200	Inferred
TFmatrixID_0081	ppa007892m	Inferred
TFmatrixID_0081	ppa008772m	Inferred
TFmatrixID_0081	ppa008915m	Inferred
TFmatrixID_0081	ppa009707m	Inferred
TFmatrixID_0081	ppa010186m	Inferred
TFmatrixID_0081	ppa012014m	Inferred
TFmatrixID_0081	ppa016384m	Inferred
TFmatrixID_0081	ppa016903m	Inferred
TFmatrixID_0081	ppa017002m	Inferred
TFmatrixID_0081	ppa018601m	Inferred
TFmatrixID_0081	ppa020642m	Inferred
TFmatrixID_0081	ppa022010m	Inferred
TFmatrixID_0081	ppa022802m	Inferred
TFmatrixID_0081	ppa023235m	Inferred
TFmatrixID_0081	ppa023368m	Inferred
TFmatrixID_0081	ppa023698m	Inferred
TFmatrixID_0081	ppa023839m	Inferred
TFmatrixID_0081	ppa024173m	Inferred
TFmatrixID_0081	27401.m000291	Inferred
TFmatrixID_0081	27965.m000108	Inferred
TFmatrixID_0081	28192.m000255	Inferred
TFmatrixID_0081	28552.m000029	Inferred
TFmatrixID_0081	29584.m000235	Inferred
TFmatrixID_0081	29584.m000237	Inferred
TFmatrixID_0081	29603.m000509	Inferred
TFmatrixID_0081	29603.m000510	Inferred
TFmatrixID_0081	29680.m001678	Inferred
TFmatrixID_0081	29801.m003186	Inferred
TFmatrixID_0081	29900.m001559	Inferred
TFmatrixID_0081	29900.m001561	Inferred
TFmatrixID_0081	30147.m014329	Inferred
TFmatrixID_0081	30147.m014331	Inferred
TFmatrixID_0081	Os09g0571700	Inferred
TFmatrixID_0081	Os10g0390800	Inferred
TFmatrixID_0081	LOC_Os10g30840	Inferred
TFmatrixID_0081	Os10g0562900	Inferred
TFmatrixID_0081	Os01g0752500	Inferred
TFmatrixID_0081	Os01g0868000	Inferred
TFmatrixID_0081	Os02g0654700	Inferred
TFmatrixID_0081	Os02g0655200	Inferred
TFmatrixID_0081	Os03g0150200	Inferred
TFmatrixID_0081	Os03g0183000	Inferred
TFmatrixID_0081	Os03g0860100	Inferred
TFmatrixID_0081	Os04g0257500	Inferred
TFmatrixID_0081	Os04g0429050	Inferred
TFmatrixID_0081	Os04g0546800	Inferred
TFmatrixID_0081	Os04g0547500	Inferred
TFmatrixID_0081	Os04g0547600	Inferred
TFmatrixID_0081	Os05g0437050	Inferred
TFmatrixID_0081	Os05g0564700	Inferred
TFmatrixID_0081	PDK_20s1325661g001	Inferred
TFmatrixID_0081	PDK_20s1757341g001	Inferred
TFmatrixID_0081	e_gw1.124.59.1	Inferred
TFmatrixID_0081	e_gw1.149.152.1	Inferred
TFmatrixID_0081	e_gw1.357.22.1	Inferred
TFmatrixID_0081	estExt_gwp_gw1.C_1270048	Inferred
TFmatrixID_0081	gw1.105.71.1	Inferred
TFmatrixID_0081	gw1.13.222.1	Inferred
TFmatrixID_0081	gw1.25.154.1	Inferred
TFmatrixID_0081	gw1.259.19.1	Inferred
TFmatrixID_0081	gw1.37.164.1	Inferred
TFmatrixID_0081	gw1.38.157.1	Inferred
TFmatrixID_0081	gw1.6.206.1	Inferred
TFmatrixID_0081	gw1.90.191.1	Inferred
TFmatrixID_0081	scaffold_302806.1	Inferred
TFmatrixID_0081	POPTR_0001s11770	Inferred
TFmatrixID_0081	POPTR_0001s11780	Inferred
TFmatrixID_0081	POPTR_0001s11800	Inferred
TFmatrixID_0081	POPTR_0001s15390	Inferred
TFmatrixID_0081	POPTR_0001s15400	Inferred
TFmatrixID_0081	POPTR_0002s04030	Inferred
TFmatrixID_0081	POPTR_0003s07850	Inferred
TFmatrixID_0081	POPTR_0003s07910	Inferred
TFmatrixID_0081	POPTR_0003s15030	Inferred
TFmatrixID_0081	POPTR_0003s15040	Inferred
TFmatrixID_0081	POPTR_0003s15060	Inferred
TFmatrixID_0081	POPTR_0004s05100	Inferred
TFmatrixID_0081	POPTR_0004s05110	Inferred
TFmatrixID_0081	POPTR_0004s14840	Inferred
TFmatrixID_0081	POPTR_0005s21690	Inferred
TFmatrixID_0081	POPTR_0008s16590	Inferred
TFmatrixID_0081	POPTR_0008s16600	Inferred
TFmatrixID_0081	POPTR_0010s08310	Inferred
TFmatrixID_0081	POPTR_0010s08330	Inferred
TFmatrixID_0081	POPTR_0011s06010	Inferred
TFmatrixID_0081	POPTR_0011s06020	Inferred
TFmatrixID_0081	POPTR_0012s11030	Inferred
TFmatrixID_0081	POPTR_0013s04240	Inferred
TFmatrixID_0081	POPTR_0270s00200	Inferred
TFmatrixID_0081	scaffold_403422.1	Inferred
TFmatrixID_0081	scaffold_600764.1	Inferred
TFmatrixID_0081	scaffold_700692.1	Inferred
TFmatrixID_0081	scaffold_702579.1	Inferred
TFmatrixID_0081	Sb01g020555	Inferred
TFmatrixID_0081	Sb01g028930	Inferred
TFmatrixID_0081	Sb01g045060	Inferred
TFmatrixID_0081	Sb01g046920	Inferred
TFmatrixID_0081	Sb03g034780	Inferred
TFmatrixID_0081	Sb05g004170	Inferred
TFmatrixID_0081	Sb06g024355	Inferred
TFmatrixID_0081	Sb06g024360	Inferred
TFmatrixID_0081	Sb06g024380	Inferred
TFmatrixID_0081	Sb06g024390	Inferred
TFmatrixID_0081	GSVIVG00013905001	Inferred
TFmatrixID_0081	GSVIVG00013913001	Inferred
TFmatrixID_0081	GSVIVG00013914001	Inferred
TFmatrixID_0081	GSVIVG00013916001	Inferred
TFmatrixID_0081	GSVIVG00013917001	Inferred
TFmatrixID_0081	GSVIVG00013918001	Inferred
TFmatrixID_0081	GSVIVG00013923001	Inferred
TFmatrixID_0081	GSVIVG00013924001	Inferred
TFmatrixID_0081	GSVIVG00013929001	Inferred
TFmatrixID_0081	GSVIVG00013931001	Inferred
TFmatrixID_0081	GSVIVG00013935001	Inferred
TFmatrixID_0081	GSVIVG00018270001	Inferred
TFmatrixID_0081	GSVIVG00018271001	Inferred
TFmatrixID_0081	GSVIVG00018272001	Inferred
TFmatrixID_0081	GSVIVG00021146001	Inferred
TFmatrixID_0081	GSVIVG00027770001	Inferred
TFmatrixID_0081	GSVIVG00028312001	Inferred
TFmatrixID_0081	GSVIVG00028313001	Inferred
TFmatrixID_0081	GSVIVG00036201001	Inferred
TFmatrixID_0081	PK01935.1	Inferred
TFmatrixID_0081	PK02330.1	Inferred
TFmatrixID_0081	PK15234.1	Inferred
TFmatrixID_0081	PK23512.1	Inferred
TFmatrixID_0081	PK26398.1	Inferred
TFmatrixID_0081	PK28774.1	Inferred
TFmatrixID_0081	PK29475.1	Inferred
TFmatrixID_0081	fgenesh2_kg.1__587__AT1G06160.1	Inferred
TFmatrixID_0081	fgenesh2_kg.3__2538__AT3G23230.1	Inferred
TFmatrixID_0081	fgenesh2_kg.4__1110__AT2G31230.1	Inferred
TFmatrixID_0081	fgenesh2_kg.4__1380__AT2G33710.1	Inferred
TFmatrixID_0081	fgenesh2_kg.471__1__AT3G23230.1	Inferred
TFmatrixID_0081	Glyma.20G203600.1	Inferred
TFmatrixID_0081	Glyma.20G203700.1	Inferred
TFmatrixID_0081	Glyma.20G203500.1	Inferred
TFmatrixID_0081	Glyma.20G195900.1	Inferred
TFmatrixID_0081	Glyma.20G070000.1	Inferred
TFmatrixID_0081	Glyma.20G070100.1	Inferred
TFmatrixID_0081	Glyma19g43820.1	Inferred
TFmatrixID_0081	Glyma.19G163700.1	Inferred
TFmatrixID_0081	Glyma19g34690.1	Inferred
TFmatrixID_0081	Glyma.17G145400.1	Inferred
TFmatrixID_0081	Glyma.17G145300.1	Inferred
TFmatrixID_0081	Glyma15g08560.1	Inferred
TFmatrixID_0081	Glyma.13G233900.1	Inferred
TFmatrixID_0081	Glyma.13G233800.1	Inferred
TFmatrixID_0081	Glyma.13G123000.1	Inferred
TFmatrixID_0081	Glyma.13G122800.1	Inferred
TFmatrixID_0081	Glyma.13G122600.1	Inferred
TFmatrixID_0081	Glyma.13G122500.1	Inferred
TFmatrixID_0081	Glyma.11G036500.1	Inferred
TFmatrixID_0081	Glyma.11G036400.1	Inferred
TFmatrixID_0081	chr1.CM0032.40.nd	Inferred
TFmatrixID_0081	chr1.CM0094.670.nd	Inferred
TFmatrixID_0081	chr1.CM0295.140.nd	Inferred
TFmatrixID_0081	chr5.CM0341.90.nc	Inferred
TFmatrixID_0081	chr5.CM0494.330.nc	Inferred
TFmatrixID_0081	chr5.CM0909.360.nc	Inferred
TFmatrixID_0081	chr6.CM1613.110.nc	Inferred
TFmatrixID_0081	CM0905.90.nd	Inferred
TFmatrixID_0081	CM1489.100.nc	Inferred
TFmatrixID_0081	CM1489.90.nc	Inferred
TFmatrixID_0081	LjSGA_028626.1	Inferred
TFmatrixID_0081	LjSGA_146586.1	Inferred
TFmatrixID_0081	LjT33A04.100.nc	Inferred
TFmatrixID_0081	fgenesh2_kg.7__2559__AT4G17500.1	Inferred
TFmatrixID_0081	cassava14079.valid.m1	Inferred
TFmatrixID_0081	cassava1608.valid.m1	Inferred
TFmatrixID_0081	cassava18871.valid.m1	Inferred
TFmatrixID_0081	cassava18872.valid.m1	Inferred
TFmatrixID_0081	cassava19042.valid.m1	Inferred
TFmatrixID_0081	cassava19043.valid.m1	Inferred
TFmatrixID_0081	cassava19171.valid.m1	Inferred
TFmatrixID_0081	cassava19959.m1	Inferred
TFmatrixID_0081	cassava21353.m1	Inferred
TFmatrixID_0081	cassava21882.m1	Inferred
TFmatrixID_0081	cassava3045.m1	Inferred
TFmatrixID_0081	cassava3323.m1	Inferred
TFmatrixID_0081	cassava33325.m1	Inferred
TFmatrixID_0081	cassava38166.valid.m1	Inferred
TFmatrixID_0081	cassava38228.valid.m1	Inferred
TFmatrixID_0081	cassava38508.m1	Inferred
TFmatrixID_0081	cassava38545.m1	Inferred
TFmatrixID_0081	cassava41639.m1	Inferred
TFmatrixID_0081	cassava44000.valid.m1	Inferred
TFmatrixID_0081	cassava4507.m1	Inferred
TFmatrixID_0081	cassava46560.m1	Inferred
TFmatrixID_0081	cassava47034.m1	Inferred
TFmatrixID_0081	cassava4871.m1	Inferred
TFmatrixID_0081	cassava4887.m1	Inferred
TFmatrixID_0081	cassava4888.m1	Inferred
TFmatrixID_0081	cassava631.valid.m1	Inferred
TFmatrixID_0081	cassava8409.m1	Inferred
TFmatrixID_0081	fgenesh2_kg.7__2560__AT4G17490.1	Inferred
TFmatrixID_0081	fgenesh2_kg.8__1005__AT5G51190.1	Inferred
TFmatrixID_0081	fgenesh2_kg.8__2142__AT5G61590.1	Inferred
TFmatrixID_0081	fgenesh2_kg.8__2143__AT5G61600.1	Inferred
TFmatrixID_0081	mgf001695m	Inferred
TFmatrixID_0081	mgf002457m	Inferred
TFmatrixID_0081	mgf009667m	Inferred
TFmatrixID_0081	mgf010035m	Inferred
TFmatrixID_0081	mgf018693m	Inferred
TFmatrixID_0081	mgf018935m	Inferred
TFmatrixID_0081	mgf019280m	Inferred
TFmatrixID_0081	mgf020623m	Inferred
TFmatrixID_0081	mgf020878m	Inferred
TFmatrixID_0081	mgf021067m	Inferred
TFmatrixID_0081	mgf021215m	Inferred
TFmatrixID_0081	mgf021973m	Inferred
TFmatrixID_0081	mgf023779m	Inferred
TFmatrixID_0081	mgf025885m	Inferred
TFmatrixID_0081	mgf026054m	Inferred
TFmatrixID_0081	mgf026487m	Inferred
TFmatrixID_0081	fgenesh2_kg.8__69__AT5G47230.1	Inferred
TFmatrixID_0081	fgenesh2_kg.8__70__AT5G47220.1	Inferred
TFmatrixID_0081	fgenesh2_kg.8__881__AT5G50080.1	Inferred
TFmatrixID_0081	Zm00001d002760	Inferred
TFmatrixID_0081	Zm00001d043491	Inferred
TFmatrixID_0081	Zm00001d034920	Inferred
TFmatrixID_0081	Zm00001d039019	Inferred
TFmatrixID_0081	Zm00001d042717	Inferred
TFmatrixID_0081	Glyma.10G194200.1	Inferred
TFmatrixID_0081	Glyma.10G187000.1	Inferred
TFmatrixID_0081	Glyma.10G186800.1	Inferred
TFmatrixID_0081	Glyma.10G119100.1	Inferred
TFmatrixID_0081	Glyma.10G118900.1	Inferred
TFmatrixID_0081	Glyma.10G036600.1	Inferred
TFmatrixID_0081	Glyma.10G036200.1	Inferred
TFmatrixID_0081	Glyma.10G036300.1	Inferred
TFmatrixID_0081	Glyma.06G163700.1	Inferred
TFmatrixID_0081	Glyma.05G186700.1	Inferred
TFmatrixID_0081	Glyma.05G063600.1	Inferred
TFmatrixID_0081	Glyma.05G063500.1	Inferred
TFmatrixID_0081	Glyma.04G217400.1	Inferred
TFmatrixID_0081	Glyma04g37890.1	Inferred
TFmatrixID_0081	Glyma.03G162700.1	Inferred
TFmatrixID_0081	Glyma.03G162600.1	Inferred
TFmatrixID_0081	Glyma.03G162500.1	Inferred
TFmatrixID_0081	Glyma.01G206600.1	Inferred
TFmatrixID_0081	Zm00001d038320	Inferred
TFmatrixID_0081	Zm00001d026191	Inferred
TFmatrixID_0081	Zm00001d053195	Inferred
TFmatrixID_0081	Zm00001d017466	Inferred
TFmatrixID_0081	Zm00001d002762	Inferred
TFmatrixID_0081	Zm00001d014113	Inferred
TFmatrixID_0081	Zm00001d009573	Inferred
TFmatrixID_0081	Zm00001d027925	Inferred
TFmatrixID_0081	AC198979.4_FG009	Inferred
TFmatrixID_0082	AT4G17500	Direct
TFmatrixID_0082	AT1G04370	Inferred
TFmatrixID_0082	AT1G53910	Inferred
TFmatrixID_0082	AT3G23220	Inferred
TFmatrixID_0082	AT3G61630	Inferred
TFmatrixID_0082	AT4G18450	Inferred
TFmatrixID_0082	AT4G34410	Inferred
TFmatrixID_0082	AT5G07310	Inferred
TFmatrixID_0082	AT5G50080	Inferred
TFmatrixID_0082	AT5G61590	Inferred
TFmatrixID_0082	AT5G61890	Inferred
TFmatrixID_0082	AT5G64750	Inferred
TFmatrixID_0082	BRADI1G75040	Inferred
TFmatrixID_0082	BRADI2G11890	Inferred
TFmatrixID_0082	BRADI2G24170	Inferred
TFmatrixID_0082	BRADI2G56140	Inferred
TFmatrixID_0082	BRADI3G27690	Inferred
TFmatrixID_0082	BRADI3G41543	Inferred
TFmatrixID_0082	BRADI3G50490	Inferred
TFmatrixID_0082	BRADI5G08380	Inferred
TFmatrixID_0082	BRADI5G17480	Inferred
TFmatrixID_0082	BRADI5G17490	Inferred
TFmatrixID_0082	BRADI5G25570	Inferred
TFmatrixID_0082	Cucsa.042770	Inferred
TFmatrixID_0082	Cucsa.046660	Inferred
TFmatrixID_0082	Cucsa.053560	Inferred
TFmatrixID_0082	Cucsa.062330	Inferred
TFmatrixID_0082	Cucsa.069280	Inferred
TFmatrixID_0082	Cucsa.101370	Inferred
TFmatrixID_0082	Cucsa.126860	Inferred
TFmatrixID_0082	Cucsa.129320	Inferred
TFmatrixID_0082	Cucsa.129630	Inferred
TFmatrixID_0082	Cucsa.149280	Inferred
TFmatrixID_0082	Cucsa.156890	Inferred
TFmatrixID_0082	Cucsa.219890	Inferred
TFmatrixID_0082	Cucsa.250290	Inferred
TFmatrixID_0082	Cucsa.255320	Inferred
TFmatrixID_0082	Cucsa.255330	Inferred
TFmatrixID_0082	Cucsa.255340	Inferred
TFmatrixID_0082	Cucsa.260030	Inferred
TFmatrixID_0082	Cucsa.260040	Inferred
TFmatrixID_0082	Cucsa.321150	Inferred
TFmatrixID_0082	Cucsa.321160	Inferred
TFmatrixID_0082	Cucsa.349200	Inferred
TFmatrixID_0082	Cucsa.363830	Inferred
TFmatrixID_0082	Cucsa.365850	Inferred
TFmatrixID_0082	Cucsa.383680	Inferred
TFmatrixID_0082	Cucsa.388530	Inferred
TFmatrixID_0082	Cucsa.388540	Inferred
TFmatrixID_0082	Medtr1g042600	Inferred
TFmatrixID_0082	Medtr1g059490	Inferred
TFmatrixID_0082	Medtr1g112020	Inferred
TFmatrixID_0082	Medtr1g124930	Inferred
TFmatrixID_0082	Medtr2g018530	Inferred
TFmatrixID_0082	Medtr2g018540	Inferred
TFmatrixID_0082	Medtr3g144490	Inferred
TFmatrixID_0082	Medtr3g151340	Inferred
TFmatrixID_0082	Medtr4g072660	Inferred
TFmatrixID_0082	Medtr4g072870	Inferred
TFmatrixID_0082	Medtr4g072970	Inferred
TFmatrixID_0082	Medtr4g129660	Inferred
TFmatrixID_0082	Medtr4g129680	Inferred
TFmatrixID_0082	Medtr4g129730	Inferred
TFmatrixID_0082	Medtr4g141530	Inferred
TFmatrixID_0082	Medtr5g009680	Inferred
TFmatrixID_0082	Medtr5g092450	Inferred
TFmatrixID_0082	Medtr7g020790	Inferred
TFmatrixID_0082	Medtr7g020810	Inferred
TFmatrixID_0082	Medtr8g105160	Inferred
TFmatrixID_0082	Medtr8g105180	Inferred
TFmatrixID_0082	Medtr8g105200	Inferred
TFmatrixID_0082	ppa006595m	Inferred
TFmatrixID_0082	ppa007892m	Inferred
TFmatrixID_0082	ppa008772m	Inferred
TFmatrixID_0082	ppa008915m	Inferred
TFmatrixID_0082	ppa009707m	Inferred
TFmatrixID_0082	ppa010186m	Inferred
TFmatrixID_0082	ppa011097m	Inferred
TFmatrixID_0082	ppa012014m	Inferred
TFmatrixID_0082	ppa013137m	Inferred
TFmatrixID_0082	ppa016384m	Inferred
TFmatrixID_0082	ppa016903m	Inferred
TFmatrixID_0082	ppa017002m	Inferred
TFmatrixID_0082	ppa018601m	Inferred
TFmatrixID_0082	ppa020417m	Inferred
TFmatrixID_0082	ppa020642m	Inferred
TFmatrixID_0082	ppa022010m	Inferred
TFmatrixID_0082	ppa022802m	Inferred
TFmatrixID_0082	ppa023235m	Inferred
TFmatrixID_0082	ppa023368m	Inferred
TFmatrixID_0082	ppa023698m	Inferred
TFmatrixID_0082	ppa023839m	Inferred
TFmatrixID_0082	ppa024173m	Inferred
TFmatrixID_0082	ppa025748m	Inferred
TFmatrixID_0082	ppb014367m	Inferred
TFmatrixID_0082	27401.m000291	Inferred
TFmatrixID_0082	27965.m000108	Inferred
TFmatrixID_0082	28192.m000255	Inferred
TFmatrixID_0082	28552.m000029	Inferred
TFmatrixID_0082	29584.m000234	Inferred
TFmatrixID_0082	29584.m000235	Inferred
TFmatrixID_0082	29584.m000237	Inferred
TFmatrixID_0082	29603.m000509	Inferred
TFmatrixID_0082	29603.m000510	Inferred
TFmatrixID_0082	29680.m001678	Inferred
TFmatrixID_0082	29726.m004094	Inferred
TFmatrixID_0082	29801.m003186	Inferred
TFmatrixID_0082	29863.m001066	Inferred
TFmatrixID_0082	29895.m000321	Inferred
TFmatrixID_0082	29900.m001559	Inferred
TFmatrixID_0082	29900.m001561	Inferred
TFmatrixID_0082	30128.m008556	Inferred
TFmatrixID_0082	30131.m006971	Inferred
TFmatrixID_0082	30147.m014329	Inferred
TFmatrixID_0082	30147.m014331	Inferred
TFmatrixID_0082	30147.m014403	Inferred
TFmatrixID_0082	30174.m008755	Inferred
TFmatrixID_0082	30174.m008756	Inferred
TFmatrixID_0082	30174.m008757	Inferred
TFmatrixID_0082	30174.m008759	Inferred
TFmatrixID_0082	Os06g0222400	Inferred
TFmatrixID_0082	Os07g0674800	Inferred
TFmatrixID_0082	Os08g0537900	Inferred
TFmatrixID_0082	Os09g0571700	Inferred
TFmatrixID_0082	LOC_Os10g30840	Inferred
TFmatrixID_0082	Os10g0562900	Inferred
TFmatrixID_0082	Os11g0168500	Inferred
TFmatrixID_0082	Os01g0313300	Inferred
TFmatrixID_0082	Os01g0752500	Inferred
TFmatrixID_0082	Os01g0868000	Inferred
TFmatrixID_0082	Os02g0521100	Inferred
TFmatrixID_0082	Os02g0546600	Inferred
TFmatrixID_0082	LOC_Os02g34270	Inferred
TFmatrixID_0082	Os02g0654700	Inferred
TFmatrixID_0082	Os02g0655200	Inferred
TFmatrixID_0082	Os02g0752800	Inferred
TFmatrixID_0082	Os03g0150200	Inferred
TFmatrixID_0082	Os03g0341000	Inferred
TFmatrixID_0082	Os03g0860100	Inferred
TFmatrixID_0082	Os04g0257500	Inferred
TFmatrixID_0082	Os04g0398000	Inferred
TFmatrixID_0082	Os04g0429050	Inferred
TFmatrixID_0082	Os04g0546800	Inferred
TFmatrixID_0082	Os04g0547500	Inferred
TFmatrixID_0082	Os04g0547600	Inferred
TFmatrixID_0082	Os05g0437050	Inferred
TFmatrixID_0082	Os05g0564700	Inferred
TFmatrixID_0082	scaffold_105235.1	Inferred
TFmatrixID_0082	PDK_20s1325661g001	Inferred
TFmatrixID_0082	PDK_20s1354201g001	Inferred
TFmatrixID_0082	PDK_20s1757341g001	Inferred
TFmatrixID_0082	e_gw1.117.76.1	Inferred
TFmatrixID_0082	e_gw1.124.59.1	Inferred
TFmatrixID_0082	e_gw1.265.11.1	Inferred
TFmatrixID_0082	e_gw1.31.217.1	Inferred
TFmatrixID_0082	e_gw1.357.22.1	Inferred
TFmatrixID_0082	e_gw1.5.258.1	Inferred
TFmatrixID_0082	e_gw1.53.114.1	Inferred
TFmatrixID_0082	e_gw1.60.113.1	Inferred
TFmatrixID_0082	e_gw1.72.116.1	Inferred
TFmatrixID_0082	gw1.105.71.1	Inferred
TFmatrixID_0082	gw1.13.222.1	Inferred
TFmatrixID_0082	gw1.160.53.1	Inferred
TFmatrixID_0082	gw1.2.360.1	Inferred
TFmatrixID_0082	gw1.2.361.1	Inferred
TFmatrixID_0082	gw1.25.154.1	Inferred
TFmatrixID_0082	gw1.259.19.1	Inferred
TFmatrixID_0082	gw1.289.18.1	Inferred
TFmatrixID_0082	gw1.37.164.1	Inferred
TFmatrixID_0082	gw1.38.156.1	Inferred
TFmatrixID_0082	gw1.38.157.1	Inferred
TFmatrixID_0082	gw1.6.206.1	Inferred
TFmatrixID_0082	gw1.67.101.1	Inferred
TFmatrixID_0082	scaffold_302806.1	Inferred
TFmatrixID_0082	POPTR_0001s11770	Inferred
TFmatrixID_0082	POPTR_0001s11780	Inferred
TFmatrixID_0082	POPTR_0001s11800	Inferred
TFmatrixID_0082	POPTR_0001s12990	Inferred
TFmatrixID_0082	POPTR_0001s15390	Inferred
TFmatrixID_0082	POPTR_0001s15400	Inferred
TFmatrixID_0082	POPTR_0002s04010	Inferred
TFmatrixID_0082	POPTR_0002s04020	Inferred
TFmatrixID_0082	POPTR_0002s04030	Inferred
TFmatrixID_0082	POPTR_0002s06620	Inferred
TFmatrixID_0082	POPTR_0003s07850	Inferred
TFmatrixID_0082	POPTR_0003s07910	Inferred
TFmatrixID_0082	POPTR_0003s15030	Inferred
TFmatrixID_0082	POPTR_0003s15040	Inferred
TFmatrixID_0082	POPTR_0003s15060	Inferred
TFmatrixID_0082	POPTR_0003s16090	Inferred
TFmatrixID_0082	POPTR_0004s05100	Inferred
TFmatrixID_0082	POPTR_0004s05110	Inferred
TFmatrixID_0082	POPTR_0004s14840	Inferred
TFmatrixID_0082	POPTR_0005s08940	Inferred
TFmatrixID_0082	POPTR_0005s21690	Inferred
TFmatrixID_0082	POPTR_0005s24450	Inferred
TFmatrixID_0082	POPTR_0005s24460	Inferred
TFmatrixID_0082	POPTR_0005s24470	Inferred
TFmatrixID_0082	POPTR_0007s07090	Inferred
TFmatrixID_0082	POPTR_0008s16590	Inferred
TFmatrixID_0082	POPTR_0008s16610	Inferred
TFmatrixID_0082	POPTR_0009s10470	Inferred
TFmatrixID_0082	POPTR_0010s08300	Inferred
TFmatrixID_0082	POPTR_0010s08310	Inferred
TFmatrixID_0082	POPTR_0010s08330	Inferred
TFmatrixID_0082	POPTR_0011s06010	Inferred
TFmatrixID_0082	POPTR_0011s06020	Inferred
TFmatrixID_0082	POPTR_0012s11030	Inferred
TFmatrixID_0082	POPTR_0013s04240	Inferred
TFmatrixID_0082	POPTR_0014s04600	Inferred
TFmatrixID_0082	POPTR_0014s04610	Inferred
TFmatrixID_0082	POPTR_0014s04620	Inferred
TFmatrixID_0082	POPTR_0014s04630	Inferred
TFmatrixID_0082	POPTR_0014s04640	Inferred
TFmatrixID_0082	POPTR_0019s03170	Inferred
TFmatrixID_0082	POPTR_0102s00200	Inferred
TFmatrixID_0082	POPTR_0270s00200	Inferred
TFmatrixID_0082	scaffold_403422.1	Inferred
TFmatrixID_0082	scaffold_600764.1	Inferred
TFmatrixID_0082	scaffold_604310.1	Inferred
TFmatrixID_0082	scaffold_700692.1	Inferred
TFmatrixID_0082	scaffold_702579.1	Inferred
TFmatrixID_0082	scaffold_800707.1	Inferred
TFmatrixID_0082	Sb01g000352	Inferred
TFmatrixID_0082	Sb01g020555	Inferred
TFmatrixID_0082	Sb01g028930	Inferred
TFmatrixID_0082	Sb01g045060	Inferred
TFmatrixID_0082	Sb01g046920	Inferred
TFmatrixID_0082	Sb02g026630	Inferred
TFmatrixID_0082	Sb02g042760	Inferred
TFmatrixID_0082	Sb03g012890	Inferred
TFmatrixID_0082	Sb03g034780	Inferred
TFmatrixID_0082	Sb03g037080	Inferred
TFmatrixID_0082	Sb04g021160	Inferred
TFmatrixID_0082	Sb04g022245	Inferred
TFmatrixID_0082	Sb04g027660	Inferred
TFmatrixID_0082	Sb04g033105	Inferred
TFmatrixID_0082	Sb05g004170	Inferred
TFmatrixID_0082	Sb06g016710	Inferred
TFmatrixID_0082	Sb06g024355	Inferred
TFmatrixID_0082	Sb06g024360	Inferred
TFmatrixID_0082	Sb06g024380	Inferred
TFmatrixID_0082	Sb07g025843	Inferred
TFmatrixID_0082	Sb08g004260	Inferred
TFmatrixID_0082	scaffold_802838.1	Inferred
TFmatrixID_0082	GSVIVG00001089001	Inferred
TFmatrixID_0082	GSVIVG00008649001	Inferred
TFmatrixID_0082	GSVIVG00013905001	Inferred
TFmatrixID_0082	GSVIVG00013913001	Inferred
TFmatrixID_0082	GSVIVG00013914001	Inferred
TFmatrixID_0082	GSVIVG00013916001	Inferred
TFmatrixID_0082	GSVIVG00013917001	Inferred
TFmatrixID_0082	GSVIVG00013918001	Inferred
TFmatrixID_0082	GSVIVG00013923001	Inferred
TFmatrixID_0082	GSVIVG00013924001	Inferred
TFmatrixID_0082	GSVIVG00013929001	Inferred
TFmatrixID_0082	GSVIVG00013931001	Inferred
TFmatrixID_0082	GSVIVG00013935001	Inferred
TFmatrixID_0082	GSVIVG00018270001	Inferred
